Day Monday
CRN    Dept  Coursenum  Class Title                     Start Time  End Time  Room
64701  STSS  4967-08    PD2_TECH_ISSUES_&_SOLUTIONS     12:00PM     01:50PM   CARNEG_101 
65380  ADMN  1961-02    FIRST_YEAR_SEMINAR              01:00PM     01:50PM   SAGE_4203  
61072  ASTR  2120-01    EARTH_AND_SKY                   01:00PM     01:50PM   DARRIN_324 
64525  BIOL  1015-09    INTRODUCTION_TO_BIOLOGY_LAB     01:00PM     03:50PM   WALKER_6113
64526  BIOL  1015-10    INTRODUCTION_TO_BIOLOGY_LAB     01:00PM     03:50PM   WALKER_6113
64527  BIOL  1015-11    INTRODUCTION_TO_BIOLOGY_LAB     01:00PM     03:50PM   WALKER_6113
64528  BIOL  1015-12    INTRODUCTION_TO_BIOLOGY_LAB     01:00PM     03:50PM   WALKER_6113
65242  BIOL  2120-04    INTRODUCTION_TO_CELL_BIOLOGY    01:00PM     03:50PM   J-ROWL_3W18
63627  BIOL  4320-01    MICROBIOLOGY_LABORATORY         01:00PM     05:50PM   J-ROWL_3C30
62059  BMED  4010-03    BIOMEDICAL_ENGINEERING_LAB      01:00PM     03:50PM   JONSSN_5213
64570  CHEM  1600-01    MATERIALS_SCIENCE               01:00PM     01:50PM   DARRIN_330 
64571  CHEM  1600-02    MATERIALS_SCIENCE               01:00PM     01:50PM   DARRIN_337 
64572  CHEM  1600-03    MATERIALS_SCIENCE               01:00PM     01:50PM   RCKTTS_211 
64573  CHEM  1600-04    MATERIALS_SCIENCE               01:00PM     01:50PM   SAGE_5510  
61372  CHME  4040-01    CHEMICAL_ENG_SEPARATIONS        01:00PM     01:50PM   SAGE_3510  
65283  CHME  4040-02    CHEMICAL_ENG_SEPARATIONS        01:00PM     01:50PM   SAGE_3510  
62603  CSCI  4480-01    ROBOTICS_I                      01:00PM     01:50PM   SAGE_3303  
62738  CSCI  4520-01    GAME_DEVELOPMENT_I              01:00PM     04:50PM   TROY_2012  
62606  ECSE  4480-01    ROBOTICS_I                      01:00PM     01:50PM   SAGE_3303  
64227  ECSE  6470-01    ROBOTICS_I                      01:00PM     01:50PM   SAGE_3303  
61024  ENGR  1600-01    MATERIALS_SCIENCE_FOR_ENGINEER  01:00PM     01:50PM   DARRIN_330 
61503  ENGR  1600-02    MATERIALS_SCIENCE_FOR_ENGINEER  01:00PM     01:50PM   DARRIN_337 
61509  ENGR  1600-03    MATERIALS_SCIENCE_FOR_ENGINEER  01:00PM     01:50PM   RCKTTS_211 
62536  ENGR  1600-04    MATERIALS_SCIENCE_FOR_ENGINEER  01:00PM     01:50PM   SAGE_5510  
65040  GSAS  4520-01    GAME_DEVELOPMENT_I              01:00PM     04:50PM   TROY_2012  
64578  ISCI  1600-01    MATERIALS_SCIENCE               01:00PM     01:50PM   DARRIN_330 
64579  ISCI  1600-02    MATERIALS_SCIENCE               01:00PM     01:50PM   DARRIN_337 
64581  ISCI  1600-03    MATERIALS_SCIENCE               01:00PM     01:50PM   RCKTTS_211 
64580  ISCI  1600-04    MATERIALS_SCIENCE               01:00PM     01:50PM   SAGE_5510  
61453  MANE  4020-01    THERMAL_&_FLUIDS_ENG_LAB        01:00PM     01:50PM   DARRIN_308 
61454  MANE  4020-02    THERMAL_&_FLUIDS_ENG_LAB        01:00PM     01:50PM   DARRIN_308 
61455  MANE  4020-03    THERMAL_&_FLUIDS_ENG_LAB        01:00PM     01:50PM   DARRIN_308 
61456  MANE  4020-04    THERMAL_&_FLUIDS_ENG_LAB        01:00PM     01:50PM   DARRIN_308 
61457  MANE  4020-05    THERMAL_&_FLUIDS_ENG_LAB        01:00PM     01:50PM   DARRIN_308 
61458  MANE  4020-06    THERMAL_&_FLUIDS_ENG_LAB        01:00PM     01:50PM   DARRIN_308 
61630  MANE  4020-07    THERMAL_&_FLUIDS_ENG_LAB        01:00PM     01:50PM   DARRIN_308 
62136  MANE  4020-08    THERMAL_&_FLUIDS_ENG_LAB        01:00PM     01:50PM   DARRIN_308 
63484  MANE  4020-09    THERMAL_&_FLUIDS_ENG_LAB        01:00PM     01:50PM   DARRIN_308 
65095  MANE  4020-10    THERMAL_&_FLUIDS_ENG_LAB        01:00PM     01:50PM   DARRIN_308 
65097  MANE  4020-11    THERMAL_&_FLUIDS_ENG_LAB        01:00PM     01:50PM   DARRIN_308 
65099  MANE  4020-12    THERMAL_&_FLUIDS_ENG_LAB        01:00PM     01:50PM   DARRIN_308 
64247  MANE  4120-01    ROBOTICS_I                      01:00PM     01:50PM   SAGE_3303  
63639  MANE  6120-01    ROBOTICS_I                      01:00PM     01:50PM   SAGE_3303  
63450  MATH  1010-33    CALCULUS_I                      01:00PM     01:50PM   CARNEG_102 
63452  MATH  1010-35    CALCULUS_I                      01:00PM     01:50PM   CARNEG_102 
63454  MATH  1010-37    CALCULUS_I                      01:00PM     01:50PM   CARNEG_102 
63455  MATH  1010-39    CALCULUS_I                      01:00PM     01:50PM   CARNEG_102 
61108  MATH  1010-41    CALCULUS_I                      01:00PM     01:50PM   CARNEG_102 
63525  MATH  1010-43    CALCULUS_I                      01:00PM     01:50PM   CARNEG_102 
64256  MATH  1010-45    CALCULUS_I                      01:00PM     01:50PM   CARNEG_102 
64258  MATH  1010-47    CALCULUS_I                      01:00PM     01:50PM   CARNEG_102 
64574  PHYS  1600-01    MATERIALS_SCIENCE               01:00PM     01:50PM   DARRIN_330 
64575  PHYS  1600-02    MATERIALS_SCIENCE               01:00PM     01:50PM   DARRIN_337 
64576  PHYS  1600-03    MATERIALS_SCIENCE               01:00PM     01:50PM   RCKTTS_211 
64577  PHYS  1600-04    MATERIALS_SCIENCE               01:00PM     01:50PM   SAGE_5510  
64342  PHYS  1960-06    PHYSICS_MENTORING_FOR_FRESHMEN  01:00PM     01:50PM   RCKTTS_208 
63699  ARCH  2800-01    ARCHITECTURAL_DESIGN_STUDIO_1   02:00PM     05:50PM   GREENE_STU 
63751  ARCH  2800-02    ARCHITECTURAL_DESIGN_STUDIO_1   02:00PM     05:50PM   GREENE_STU 
63752  ARCH  2800-03    ARCHITECTURAL_DESIGN_STUDIO_1   02:00PM     05:50PM   GREENE_STU 
63753  ARCH  2800-04    ARCHITECTURAL_DESIGN_STUDIO_1   02:00PM     05:50PM   GREENE_STU 
63755  ARCH  2800-05    ARCHITECTURAL_DESIGN_STUDIO_1   02:00PM     05:50PM   GREENE_STU 
64331  ARCH  2800-06    ARCHITECTURAL_DESIGN_STUDIO_1   02:00PM     05:50PM   GREENE_STU 
63946  ARCH  2820-01    ARCHITECTURAL_DESIGN_STUDIO_3   02:00PM     05:50PM   GREENE_STU 
63947  ARCH  2820-02    ARCHITECTURAL_DESIGN_STUDIO_3   02:00PM     05:50PM   GREENE_STU 
63948  ARCH  2820-03    ARCHITECTURAL_DESIGN_STUDIO_3   02:00PM     05:50PM   GREENE_STU 
63949  ARCH  2820-04    ARCHITECTURAL_DESIGN_STUDIO_3   02:00PM     05:50PM   GREENE_STU 
64008  ARCH  2820-05    ARCHITECTURAL_DESIGN_STUDIO_3   02:00PM     05:50PM   GREENE_STU 
64269  ARCH  2860-01    BUILDING_PERFORMANCE_STUDIO_2   02:00PM     05:50PM   GREENE_STU 
63957  ARCH  4770-01    ARCHITECTURAL_DESIGN_STUDIO_5   02:00PM     05:50PM   GREENE_STU 
63956  ARCH  4770-02    ARCHITECTURAL_DESIGN_STUDIO_5   02:00PM     05:50PM   GREENE_STU 
64037  ARCH  4770-03    ARCHITECTURAL_DESIGN_STUDIO_5   02:00PM     05:50PM   GREENE_STU 
64332  ARCH  4770-04    ARCHITECTURAL_DESIGN_STUDIO_5   02:00PM     05:50PM   GREENE_STU 
64333  ARCH  4770-05    ARCHITECTURAL_DESIGN_STUDIO_5   02:00PM     05:50PM   GREENE_STU 
64334  ARCH  4770-06    ARCHITECTURAL_DESIGN_STUDIO_5   02:00PM     05:50PM   GREENE_STU 
65127  ARCH  4770-80    ARCHITECTURAL_DESIGN_STUDIO_5   02:00PM     05:50PM   TBA        
64272  ARCH  4780-01    ARCHITECTURAL_DESIGN_STUDIO_6   02:00PM     05:50PM   GREENE_STU 
64396  ARCH  4780-02    ARCHITECTURAL_DESIGN_STUDIO_6   02:00PM     05:50PM   GREENE_STU 
64273  ARCH  4780-03    ARCHITECTURAL_DESIGN_STUDIO_6   02:00PM     05:50PM   GREENE_STU 
64274  ARCH  4780-04    ARCHITECTURAL_DESIGN_STUDIO_6   02:00PM     05:50PM   GREENE_STU 
64335  ARCH  4780-05    ARCHITECTURAL_DESIGN_STUDIO_6   02:00PM     05:50PM   GREENE_STU 
64336  ARCH  4780-06    ARCHITECTURAL_DESIGN_STUDIO_6   02:00PM     05:50PM   GREENE_STU 
65128  ARCH  4780-80    ARCHITECTURAL_DESIGN_STUDIO_6   02:00PM     05:50PM   TBA        
64586  ARCH  4790-01    ARCHITECTURAL_DESIGN_STUDIO_7   02:00PM     05:50PM   GREENE_STU 
64587  ARCH  4790-02    ARCHITECTURAL_DESIGN_STUDIO_7   02:00PM     05:50PM   GREENE_STU 
64589  ARCH  4790-03    ARCHITECTURAL_DESIGN_STUDIO_7   02:00PM     05:50PM   GREENE_STU 
64590  ARCH  4790-04    ARCHITECTURAL_DESIGN_STUDIO_7   02:00PM     05:50PM   GREENE_STU 
64591  ARCH  4790-05    ARCHITECTURAL_DESIGN_STUDIO_7   02:00PM     05:50PM   GREENE_STU 
64592  ARCH  4790-06    ARCHITECTURAL_DESIGN_STUDIO_7   02:00PM     05:50PM   GREENE_STU 
64275  ARCH  4820-01    INTEGRATED_DESIGN_SCHEMATIC     02:00PM     05:50PM   GREENE_STU 
64276  ARCH  4820-02    INTEGRATED_DESIGN_SCHEMATIC     02:00PM     05:50PM   GREENE_STU 
65314  ARCH  4820-03    INTEGRATED_DESIGN_SCHEMATIC     02:00PM     05:50PM   GREENE_STU 
64593  ARCH  4830-01    INTEGRATED_DESIGN_DEV_STUDIO    02:00PM     05:50PM   GREENE_120 
63970  ARCH  5200-01    GRADUATE_ARCH_DESIGN_I          02:00PM     05:50PM   GREENE_STU 
63987  ARCH  6610-01    GRADUATE_ARCHITECHURE_DESIGN_3  02:00PM     05:50PM   GREENE_STU 
64284  ARCH  6630-80    GRAD_ARCH_DESIGN_5              02:00PM     05:50PM   TBA        
63693  ARCH  6980-01    MASTER'S_PROJECT                02:00PM     05:50PM   GREENE_STU 
65215  ARTS  2010-01    INTERMEDIATE_VIDEO              02:00PM     05:50PM   WEST_211   
65184  ARTS  4965-01    BIOPUNK:_ARTS_LAB_PRACTICES     02:00PM     05:50PM   WEST_112   
65214  ARTS  6965-01    BIOPUNK:_ARTS_LAB_PRACTICES     02:00PM     05:50PM   WEST_112   
63983  ASTR  4960-01    GALAXIES_IN_THE_UNIVERSE        02:00PM     03:50PM   J-ROWL_1W01
62564  CHEM  1110-03    CHEMISTRY_I_WITH_ADVANCED_LAB   02:00PM     02:50PM   TBA        
61601  CHEM  2120-01    EXPERIMENTAL_CHEMISTRY_I        02:00PM     02:50PM   SAGE_3705  
61174  CHME  4150-01    CHEMICAL_ENGR_LAB_I             02:00PM     05:50PM   RCKTTS_008A
63442  CIVL  6340-01    BEDFORD_DESIGN_STUDIO           02:00PM     04:50PM   SAGE_2701  
64531  COGS  6570-01    ADVANCED_BEHAVIORAL_STATISTICS  02:00PM     05:50PM   CARNEG_102 
63005  CSCI  1100-08    COMPUTER_SCIENCE_I              02:00PM     03:50PM   EATON_215  
62416  CSCI  1100-09    COMPUTER_SCIENCE_I              02:00PM     03:50PM   PITTS_4206 
63542  CSCI  1100-12    COMPUTER_SCIENCE_I              02:00PM     03:50PM   SAGE_2704  
62409  CSCI  1200-05    DATA_STRUCTURES                 02:00PM     03:50PM   LALLY_102  
61053  CSCI  1200-06    DATA_STRUCTURES                 02:00PM     03:50PM   LALLY_104  
61055  CSCI  2300-02    INTRODUCTION_TO_ALGORITHMS      02:00PM     03:50PM   LOW_3039   
61388  CSCI  2300-03    INTRODUCTION_TO_ALGORITHMS      02:00PM     03:50PM   SAGE_2715  
63961  CSCI  2500-03    COMPUTER_ORGANIZATION           02:00PM     03:50PM   CARNEG_113 
61146  ECSE  2010-02    ELECTRIC_CIRCUITS               02:00PM     04:50PM   JONSSN_4201
61629  ECSE  2100-02    FIELDS_AND_WAVES_I              02:00PM     03:50PM   JONSSN_4107
61210  ECSE  2610-03    CPTR_COMPONENTS_&_OPER          02:00PM     03:50PM   JONSSN_6309
61014  ENGR  1200-05    ENGR_GRAPHICS_&_CAD             02:00PM     03:50PM   JONSSN_3207
63641  ENGR  1300-06    ENGR_PROCESSES                  02:00PM     04:50PM   JONSSN_1010
63331  ENGR  1400-05    ENGINEERING_COMMUNICATIONS      02:00PM     03:50PM   JONSSN_3210
62713  ENGR  4010-05    PROFESSIONAL_DEVEL_III          02:00PM     03:50PM   ACADMY_AUD 
62714  ENGR  4010-06    PROFESSIONAL_DEVEL_III          02:00PM     03:50PM   JONSSN_5119
61543  ENGR  4100-01    BUSINESS_ISSUES_FOR_ENGR_&_SCI  02:00PM     04:50PM   TROY_2018  
61544  ENGR  6100-01    BUSINESS_ISSUES_FOR_ENGR_&_SCI  02:00PM     04:50PM   TROY_2018  
64485  ERTH  1150-03    GEOLOGY_I:_LAB                  02:00PM     03:50PM   J-ROWL_3W13
64266  IHSS  1965-02    OPEN_SOURCE_ART,MUSIC,CULTURE   02:00PM     03:50PM   WEST_214   
61621  ITWS  4300-01    BUSINESS_ISSUES_FOR_ENGR_&_SCI  02:00PM     04:50PM   TROY_2018  
61622  ITWS  6300-01    BUSINESS_ISSUES_FOR_ENGR_&_SCI  02:00PM     04:50PM   TROY_2018  
61458  MANE  4020-06    THERMAL_&_FLUIDS_ENG_LAB        02:00PM     04:50PM   LOW_5118   
62264  MANE  4050-04    MODELING_AND_CONTRL_OF_DYN_SYS  02:00PM     03:50PM   JONSSN_4304
65104  MANE  4050-09    MODELING_AND_CONTRL_OF_DYN_SYS  02:00PM     03:50PM   JONSSN_4304
61625  MANE  4910-04    FLUID_DYNAMICS_LAB              02:00PM     03:50PM   JONSSN_2220
64554  MANE  4920-01    AERO_STRUCT_&_CONTROL_LAB       02:00PM     04:50PM   J-ROWL_2C14
63458  MATH  1010-01    CALCULUS_I                      02:00PM     02:50PM   DARRIN_330 
63459  MATH  1010-02    CALCULUS_I                      02:00PM     02:50PM   DARRIN_330 
63460  MATH  1010-03    CALCULUS_I                      02:00PM     02:50PM   DARRIN_330 
63461  MATH  1010-04    CALCULUS_I                      02:00PM     02:50PM   DARRIN_330 
63462  MATH  1010-05    CALCULUS_I                      02:00PM     02:50PM   DARRIN_330 
63463  MATH  1010-06    CALCULUS_I                      02:00PM     02:50PM   DARRIN_330 
63464  MATH  1010-07    CALCULUS_I                      02:00PM     02:50PM   DARRIN_330 
63465  MATH  1010-08    CALCULUS_I                      02:00PM     02:50PM   DARRIN_330 
62051  MATH  1010-18    CALCULUS_I                      02:00PM     02:50PM   EATON_216  
61615  MATH  1010-20    CALCULUS_I                      02:00PM     02:50PM   EATON_216  
61511  MATH  1010-22    CALCULUS_I                      02:00PM     02:50PM   EATON_216  
61513  MATH  1010-24    CALCULUS_I                      02:00PM     02:50PM   EATON_216  
63529  MATH  1010-55    CALCULUS_I                      02:00PM     02:50PM   DARRIN_330 
63530  MATH  1010-56    CALCULUS_I                      02:00PM     02:50PM   DARRIN_330 
62012  MGMT  7230-01    PROF_DEVELOPMENT_WORKSHOP_I     02:00PM     03:50PM   PITTS_5114 
65155  MTLE  4250-02    MECH_PROPERTIES_OF_MATERIALS    02:00PM     04:50PM   MATLS_136  
63648  MTLE  4400-02    SYNTHESIS_AND_PROCESSING        02:00PM     05:50PM   MATLS_136  
62560  PHYS  1150-02    PHYSICS_I_HONORS                02:00PM     03:50PM   J-ROWL_2C30
64345  PHYS  1960-09    PHYSICS_MENTORING_FOR_FRESHMEN  02:00PM     02:50PM   RCKTTS_208 
65232  PHYS  4960-01    GALAXIES_IN_THE_UNIVERSE        02:00PM     03:50PM   J-ROWL_1W01
64694  STSS  4967-01    PD2_TECH_ISSUES_&_SOLUTIONS     02:00PM     03:50PM   CARNEG_208 
65487  STSH  4990-01    DIS_SENIOR_PROJECT              02:30PM     06:20PM   SAGE_4203  
65488  STSS  4990-01    SENIOR_PROJECT                  02:30PM     06:20PM   SAGE_4203  
62563  CHEM  1110-02    CHEMISTRY_I_WITH_ADVANCED_LAB   03:00PM     03:50PM   TBA        
62564  CHEM  1110-03    CHEMISTRY_I_WITH_ADVANCED_LAB   03:00PM     05:50PM   WALKER_5113
61406  CHEM  4900-01    PROFESSIONAL_DEVEL_SEMINAR      03:00PM     03:50PM   J-ROWL_2C13
65351  CHME  6963-01    CBE_PHD_ON-RAMP_SEMINAR         03:00PM     03:50PM   RCKTTS_206 
64437  CSCI  6900-02    COMPUTER_SCIENCE_SEMINAR        03:00PM     03:50PM   SAGE_2707  
62275  ECSE  2050-02    INTRODUCTION_TO_ELECTRONICS     03:00PM     05:50PM   JONSSN_4104
61161  ECSE  4770-05    COMPUTER_HARDWARE_DESIGN        03:00PM     05:50PM   LOW_6116   
62262  ENGR  2720-01    COMPUTER_AIDED_MACHINING        03:00PM     05:50PM   LOW_3112   
62042  MANE  4040-04    MECHANICAL_SYSTEMS_LAB          03:00PM     04:50PM   JONSSN_1219
63293  MATH  1010-26    CALCULUS_I                      03:00PM     03:50PM   LOW_3116   
63295  MATH  1010-28    CALCULUS_I                      03:00PM     03:50PM   LOW_3116   
63447  MATH  1010-30    CALCULUS_I                      03:00PM     03:50PM   LOW_3116   
63449  MATH  1010-32    CALCULUS_I                      03:00PM     03:50PM   LOW_3116   
64222  MATH  1020-17    CALCULUS_II                     03:00PM     03:50PM   DARRIN_330 
64223  MATH  1020-18    CALCULUS_II                     03:00PM     03:50PM   DARRIN_330 
64252  MATH  1020-19    CALCULUS_II                     03:00PM     03:50PM   DARRIN_330 
64253  MATH  1020-20    CALCULUS_II                     03:00PM     03:50PM   DARRIN_330 
64387  MGMT  7770-03    PROF_DEV_WORKSHOP_I_-MS         03:00PM     04:50PM   PITTS_5216 
64343  PHYS  1960-07    PHYSICS_MENTORING_FOR_FRESHMEN  03:00PM     03:50PM   RCKTTS_208 
64841  ECSE  6900-01    SEMINAR_IN_ECSE                 03:30PM     05:30PM   DARRIN_324 
62094  ADMN  1961-01    FIRST_YEAR_SEMINAR              04:00PM     04:50PM   SAGE_3705  
62707  BIOL  6510-01    BIOLOGY_CORE_COURSE_I           04:00PM     05:20PM   J-ROWL_2C13
61389  CHEM  2250-01    ORGANIC_CHEMISTRY_I             04:00PM     05:50PM   DARRIN_308 
61047  CSCI  1100-07    COMPUTER_SCIENCE_I              04:00PM     05:50PM   SAGE_2510  
62602  CSCI  1100-13    COMPUTER_SCIENCE_I              04:00PM     05:50PM   SAGE_2704  
61049  CSCI  1100-14    COMPUTER_SCIENCE_I              04:00PM     05:50PM   PITTS_4206 
61387  CSCI  1200-07    DATA_STRUCTURES                 04:00PM     05:50PM   LALLY_102  
64235  CSCI  1200-09    DATA_STRUCTURES                 04:00PM     05:50PM   LALLY_104  
63959  CSCI  2200-03    FOUNDATIONS_OF_COMPUTER_SCI     04:00PM     04:50PM   LOW_4050   
61015  ENGR  1200-06    ENGR_GRAPHICS_&_CAD             04:00PM     05:50PM   JONSSN_3210
61038  ENGR  2530-01    STRENGTH_OF_MATERIALS           04:00PM     05:50PM   WEST_AUD   
61039  ENGR  2530-02    STRENGTH_OF_MATERIALS           04:00PM     05:50PM   WEST_AUD   
61040  ENGR  2530-03    STRENGTH_OF_MATERIALS           04:00PM     05:50PM   WEST_AUD   
61404  ENGR  2530-04    STRENGTH_OF_MATERIALS           04:00PM     05:50PM   WEST_AUD   
64634  ENGR  2530-05    STRENGTH_OF_MATERIALS           04:00PM     05:50PM   WEST_AUD   
65348  ENGR  2530-6     STRENGTH_OF_MATERIALS           04:00PM     05:50PM   WEST_AUD   
65346  ERTH  1150-04    GEOLOGY_I:_LAB                  04:00PM     05:50PM   J-ROWL_3W13
65201  ISYE  4280-01    DECISION_FOCUSED_SYSTEMS_ENGR   04:00PM     06:50PM   JONSSN_4309
63667  MANE  1100-01    INTRO_TO_NUCLEAR_ENGINEERING    04:00PM     05:50PM   SAGE_5510  
63928  MANE  4050-05    MODELING_AND_CONTRL_OF_DYN_SYS  04:00PM     05:50PM   JONSSN_4304
65105  MANE  4050-10    MODELING_AND_CONTRL_OF_DYN_SYS  04:00PM     05:50PM   JONSSN_4304
61311  MATH  1010-09    CALCULUS_I                      04:00PM     04:50PM   DARRIN_330 
61312  MATH  1010-10    CALCULUS_I                      04:00PM     04:50PM   DARRIN_330 
61313  MATH  1010-11    CALCULUS_I                      04:00PM     04:50PM   DARRIN_330 
61243  MATH  1010-12    CALCULUS_I                      04:00PM     04:50PM   DARRIN_330 
61329  MATH  1010-13    CALCULUS_I                      04:00PM     04:50PM   DARRIN_330 
61330  MATH  1010-14    CALCULUS_I                      04:00PM     04:50PM   DARRIN_330 
61331  MATH  1010-15    CALCULUS_I                      04:00PM     04:50PM   DARRIN_330 
61332  MATH  1010-16    CALCULUS_I                      04:00PM     04:50PM   DARRIN_330 
63451  MATH  1010-34    CALCULUS_I                      04:00PM     04:50PM   CARNEG_101 
63456  MATH  1010-38    CALCULUS_I                      04:00PM     04:50PM   CARNEG_101 
63457  MATH  1010-40    CALCULUS_I                      04:00PM     04:50PM   CARNEG_101 
61109  MATH  1010-42    CALCULUS_I                      04:00PM     04:50PM   CARNEG_101 
63526  MATH  1010-44    CALCULUS_I                      04:00PM     04:50PM   CARNEG_101 
64257  MATH  1010-46    CALCULUS_I                      04:00PM     04:50PM   CARNEG_101 
64259  MATH  1010-48    CALCULUS_I                      04:00PM     04:50PM   CARNEG_101 
63527  MATH  1010-53    CALCULUS_I                      04:00PM     04:50PM   DARRIN_330 
63528  MATH  1010-54    CALCULUS_I                      04:00PM     04:50PM   DARRIN_330 
61120  MATH  1900-01    ART_&_SCIENCE_OF_MATH_I         04:00PM     04:50PM   WALKER_6113
61200  MATH  6950-01    TEACHING_SEMINAR_FOR_TA'S       04:00PM     04:50PM   EATON_216  
61473  PHYS  6900-03    COLLOQUIUM                      04:00PM     04:50PM   LOW_3051   
61179  USAR  1010-01    FUND_OF_MILITARY_SCI_I          04:00PM     04:50PM   ARMORY_209 
61163  ECSE  6400-01    SYSTEMS_ANALYSIS_TECHNIQUES     04:30PM     05:50PM   JONSSN_4107
63929  MANE  6600-01    SYSTEMS_ANALYSIS_TECHNIQUES     04:30PM     05:50PM   JONSSN_4107
63349  CHEM  1100-13    CHEMISTRY_I                     05:00PM     05:50PM   TBA        
63350  CHEM  1100-14    CHEMISTRY_I                     05:00PM     05:50PM   TBA        
63351  CHEM  1100-15    CHEMISTRY_I                     05:00PM     05:50PM   TBA        
64737  CIVL  4961-01    BEDFORD_DIGITAL_TOOLS_DEVEL.    05:00PM     05:50PM   GREENE_STU 
65099  MANE  4020-12    THERMAL_&_FLUIDS_ENG_LAB        05:30PM     08:20PM   LOW_5118   
65424  ADMN  1962-05    ADMIN_CRSP                      06:00PM     06:50PM   CARNEG_101 
63349  CHEM  1100-13    CHEMISTRY_I                     06:00PM     08:50PM   WALKER_5113
63350  CHEM  1100-14    CHEMISTRY_I                     06:00PM     08:50PM   WALKER_5113
63351  CHEM  1100-15    CHEMISTRY_I                     06:00PM     08:50PM   WALKER_5113
65398  CHME  4967-01    LIGNIN_VALORIZATION             06:00PM     08:50PM   TBA        
61092  CIVL  4010-01    FOUNDATION_ENGINEERING          06:00PM     07:50PM   RCKTTS_211 
61048  CSCI  1100-10    COMPUTER_SCIENCE_I              06:00PM     07:50PM   SAGE_2715  
61050  CSCI  1100-15    COMPUTER_SCIENCE_I              06:00PM     07:50PM   PITTS_4206 
64234  CSCI  1100-18    COMPUTER_SCIENCE_I              06:00PM     07:50PM   LOW_3116   
64009  CSCI  1200-08    DATA_STRUCTURES                 06:00PM     07:50PM   LALLY_102  
64569  CSCI  1200-10    DATA_STRUCTURES                 06:00PM     07:50PM   LALLY_104  
61054  CSCI  2300-01    INTRODUCTION_TO_ALGORITHMS      06:00PM     07:50PM   EATON_216  
61156  ECSE  4750-01    COMPUTER_GRAPHICS               06:00PM     07:20PM   SAGE_5101  
65231  ECSE  6963-01    ADV_TOPICS_IN_LARGE_POWER_SYS   06:00PM     08:50PM   JONSSN_6309
64636  ECSE  6964-01    COMPUTER_GRAPHICS               06:00PM     07:20PM   SAGE_5101  
63496  ENGR  2300-01    ELECTRONIC_INSTRUMENTATION      06:00PM     07:50PM   DARRIN_324 
63497  ENGR  2300-02    ELECTRONIC_INSTRUMENTATION      06:00PM     07:50PM   DARRIN_324 
64298  ITWS  4960-01    ITWS_DATABASE_SYSTEMS           06:00PM     08:50PM   LOW_3039   
64299  ITWS  6960-01    ITWS_DATABASE_SYSTEMS           06:00PM     08:50PM   LOW_3039   
62983  MANE  4760-01    HEATING,_VENTILATION_&_AC       06:00PM     08:50PM   LOW_4034   
61064  PHYS  1200-01    PHYSICS_II                      06:00PM     07:50PM   DARRIN_308 
61381  PHYS  1200-02    PHYSICS_II                      06:00PM     07:50PM   DARRIN_308 
61065  PHYS  1200-03    PHYSICS_II                      06:00PM     07:50PM   DARRIN_308 
61066  PHYS  1200-04    PHYSICS_II                      06:00PM     07:50PM   DARRIN_308 
61070  PHYS  1200-05    PHYSICS_II                      06:00PM     07:50PM   DARRIN_308 
61067  PHYS  1200-07    PHYSICS_II                      06:00PM     07:50PM   DARRIN_318 
63134  PHYS  1200-08    PHYSICS_II                      06:00PM     07:50PM   DARRIN_318 
61068  PHYS  1200-09    PHYSICS_II                      06:00PM     07:50PM   DARRIN_318 
61069  PHYS  1200-10    PHYSICS_II                      06:00PM     07:50PM   DARRIN_318 
64783  PHYS  1200-11    PHYSICS_II                      06:00PM     07:50PM   DARRIN_318 
64344  PHYS  1960-08    PHYSICS_MENTORING_FOR_FRESHMEN  06:00PM     06:50PM   CARNEG_102 
65425  ADMN  1962-06    ADMIN_CRSP                      07:00PM     07:50PM   CARNEG_101 
63628  ARTS  2360-01    ROOTS_OF_AFRICA_MUSIC_ENSEMBLE  07:00PM     08:50PM   WEST_326   
63761  ECSE  2210-02    MICROELECTRONICS_TECHNOLOGY     07:00PM     08:50PM   LOW_4050   
61470  MANE  4370-01    NUCLEAR_ENGINEERING_LAB         09:00PM     12:50PM   RCKTTS_212 
61006  MTLE  4400-01    SYNTHESIS_AND_PROCESSING        09:00PM     12:50PM   MATLS_136  
64727  ARCH  4890-01    ENGINEERING_ACOUSTICS           10:00PM     12:50PM   DARRIN_232 
65141  ARCH  6840-01    ENGINEERING_ACOUSTICS           10:00PM     12:50PM   DARRIN_232 
63504  BIOL  1015-05    INTRODUCTION_TO_BIOLOGY_LAB     10:00PM     12:50PM   WALKER_6113
63665  BIOL  1015-06    INTRODUCTION_TO_BIOLOGY_LAB     10:00PM     12:50PM   WALKER_6113
64321  BIOL  1015-07    INTRODUCTION_TO_BIOLOGY_LAB     10:00PM     12:50PM   WALKER_6113
64492  BIOL  1015-08    INTRODUCTION_TO_BIOLOGY_LAB     10:00PM     12:50PM   WALKER_6113
61020  ENGR  1300-05    ENGR_PROCESSES                  10:00PM     12:50PM   JONSSN_1010
65078  MTLE  4250-01    MECH_PROPERTIES_OF_MATERIALS    10:00PM     12:50PM   MATLS_136  
61197  MTLE  6900-01    GRADUATE_SEMINAR                11:00PM     12:30PM   LOW_3051   
496 entries

Day Thursday
CRN    Dept  Coursenum  Class Title                     Start Time  End Time  Room
-----  ----  ---------  ------------------------------  ----------  --------  -----------
61183  USNA  0010-01    DRILL/LABORATORY                06:00AM     07:50AM   DARRIN_318 
